Gene stable ID	Transcript stable ID	Gene name	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	NCBI gene (formerly Entrezgene) ID	Chromosome/scaffold name
ENSACLG00000011842	ENSACLT00000017774		23904066	23904066	23969457	113016113	23
ENSACLG00000011843	ENSACLT00000017749		19130444	19130444	19136529	113009362	17
ENSACLG00000011844	ENSACLT00000017776		20011251	20008889	20011251		16
ENSACLG00000011845	ENSACLT00000017812		1597539	1597539	1604139		14
ENSACLG00000011846	ENSACLT00000017854	scai	6325845	6301037	6325845	113025218	7
ENSACLG00000011846	ENSACLT00000017904	scai	6314832	6301037	6325845	113025218	7
ENSACLG00000011847	ENSACLT00000017756	si:ch211-220i18.4	17915370	17915370	17927759	113013919	20
ENSACLG00000011848	ENSACLT00000017768	GJD2	30587599	30587599	30617340	113036217	14
ENSACLG00000011849	ENSACLT00000017757		6736685	6736685	6755891	113031882	11
ENSACLG00000011849	ENSACLT00000017778		6736685	6736685	6755891	113031882	11
ENSACLG00000011849	ENSACLT00000017788		6736685	6736685	6755891	113031882	11
ENSACLG00000011850	ENSACLT00000017800	EFEMP1	15220798	15220798	15224339		13
ENSACLG00000011851	ENSACLT00000017759	gpat2	10992127	10941649	11126223	113033650	12
ENSACLG00000011851	ENSACLT00000017791	gpat2	11126223	10941649	11126223	113033650	12
ENSACLG00000011852	ENSACLT00000017758	luzp2	7729457	7729457	7884439	113018528	1
ENSACLG00000011852	ENSACLT00000017782	luzp2	7729457	7729457	7884439	113018528	1
ENSACLG00000011853	ENSACLT00000017760	senp6a	24118728	24118728	24151235	113037584	15
ENSACLG00000011853	ENSACLT00000017790	senp6a	24118728	24118728	24151235	113037584	15
ENSACLG00000011854	ENSACLT00000017761	si:ch73-61d6.3	37831003	37831003	37847951	113009663	17
ENSACLG00000011855	ENSACLT00000017809	slc7a8a	20455700	20455700	20476726	113018886	3
ENSACLG00000011856	ENSACLT00000017811	cdh12a	25755264	25684873	25755264	113029358	9
ENSACLG00000011857	ENSACLT00000017762	lcor	35652895	35576648	35652895	113024680	6
ENSACLG00000011858	ENSACLT00000017775		34081314	34081314	34086884		3
ENSACLG00000011859	ENSACLT00000017885	PARD3	8092578	7751897	8092578		9
ENSACLG00000011860	ENSACLT00000017763		1768085	1768085	1905893	113014107	22
ENSACLG00000011860	ENSACLT00000017780		1834380	1768085	1905893	113014107	22
ENSACLG00000011860	ENSACLT00000017795		1834380	1768085	1905893	113014107	22
ENSACLG00000011860	ENSACLT00000017827		1834380	1768085	1905893	113014107	22
ENSACLG00000011860	ENSACLT00000017859		1893305	1768085	1905893	113014107	22
ENSACLG00000011861	ENSACLT00000017865	adgrl3.1	18557622	18557622	18636295		6
ENSACLG00000011862	ENSACLT00000017764	greb1	25435857	25435857	25460819	113024439	1
ENSACLG00000011862	ENSACLT00000017866	greb1	25436634	25435857	25460819	113024439	1
ENSACLG00000011863	ENSACLT00000017771	zcchc10	21313558	21313558	21321599		10
ENSACLG00000011864	ENSACLT00000017801		19143599	19143599	19149948		17
ENSACLG00000011865	ENSACLT00000017806		29934854	29934854	29939762		2
ENSACLG00000011866	ENSACLT00000017785		160756	155703	160756	113035153	13
ENSACLG00000011867	ENSACLT00000017787	si:dkey-71h2.2	7321378	7276018	7321378	113037539	15
ENSACLG00000011868	ENSACLT00000017786	si:ch1073-228b5.2	30656495	30656495	30663114		14
ENSACLG00000011869	ENSACLT00000017817	ahsa1b	2934306	2934306	2939819	113012436	19
ENSACLG00000011869	ENSACLT00000017856	ahsa1b	2934778	2934306	2939819	113012436	19
ENSACLG00000011870	ENSACLT00000017810		739961	734735	739961		LS419793.1
ENSACLG00000011871	ENSACLT00000017805	B3GALT1	20033744	20032758	20033744	113008095	16
ENSACLG00000011872	ENSACLT00000017802	lhfpl4a	17974067	17948020	17974067		20
ENSACLG00000011873	ENSACLT00000017792	sp100.1	23232273	23232273	23246914	113021113	4
ENSACLG00000011874	ENSACLT00000017828	znf281b	34258845	34254589	34258845		3
ENSACLG00000011875	ENSACLT00000017797		23979228	23976620	23979228		23
ENSACLG00000011876	ENSACLT00000017822	prdm12b	21317646	21317646	21320657		7
ENSACLG00000011877	ENSACLT00000017829	ppid	6421176	6412837	6421176	113030999	2
ENSACLG00000011877	ENSACLT00000017877	ppid	6420483	6412837	6421176	113030999	2
ENSACLG00000011878	ENSACLT00000017793	si:dkey-199f5.8	34650650	34650650	34665727	113031743	11
ENSACLG00000011879	ENSACLT00000017798	aff4	21331777	21331777	21354489	113030083	10
ENSACLG00000011879	ENSACLT00000017852	aff4	21336417	21331777	21354489	113030083	10
ENSACLG00000011880	ENSACLT00000017796	efhc2	3499860	3499860	3533280	113008236	16
ENSACLG00000011880	ENSACLT00000017819	efhc2	3499860	3499860	3533280	113008236	16
ENSACLG00000011880	ENSACLT00000017878	efhc2	3500108	3499860	3533280	113008236	16
ENSACLG00000011880	ENSACLT00000017903	efhc2	3500108	3499860	3533280	113008236	16
ENSACLG00000011881	ENSACLT00000017794	fhl5	19911728	19908185	19911728	113012472	19
ENSACLG00000011881	ENSACLT00000017807	fhl5	19911728	19908185	19911728	113012472	19
ENSACLG00000011882	ENSACLT00000017851		53659408	53659408	53662845		7
ENSACLG00000011883	ENSACLT00000017847		6757207	6757207	6766653		11
ENSACLG00000011884	ENSACLT00000017815		228228	226779	228228		13
ENSACLG00000011885	ENSACLT00000017830	NR2F6	37853490	37847972	37853490	113009086	17
ENSACLG00000011886	ENSACLT00000017814		20049738	20049738	20050325		16
ENSACLG00000011887	ENSACLT00000017875		29939827	29939827	29945033		2
ENSACLG00000011888	ENSACLT00000017834	dyrk2	19233167	19207214	19233167	113008851	17
ENSACLG00000011888	ENSACLT00000017870	dyrk2	19213151	19207214	19233167	113008851	17
ENSACLG00000011889	ENSACLT00000017880	gpd2	24015800	23982317	24015800	113016036	23
ENSACLG00000011890	ENSACLT00000017824		12780346	12780346	12789177		18
ENSACLG00000011891	ENSACLT00000017823	MORN4	35654601	35654601	35679490	113024682	6
ENSACLG00000011892	ENSACLT00000017821	nlgn2a	251822	251822	253056		13
ENSACLG00000011893	ENSACLT00000017833		20103060	20102313	20103060		16
ENSACLG00000011894	ENSACLT00000017892	MARK1	15235546	15235546	15270857	113034673	13
ENSACLG00000011894	ENSACLT00000017980	MARK1	15236346	15235546	15270857	113034673	13
ENSACLG00000011895	ENSACLT00000017837	OSTN	1610758	1608686	1610758		14
ENSACLG00000011896	ENSACLT00000017832		8067788	8062115	8067788		1
ENSACLG00000011897	ENSACLT00000017874	TMEM184C	784919	773578	784919	113017261	LS419793.1
ENSACLG00000011897	ENSACLT00000017906	TMEM184C	783633	773578	784919	113017261	LS419793.1
ENSACLG00000011898	ENSACLT00000017841		27860613	27853274	27860613		22
ENSACLG00000011899	ENSACLT00000017857		24759230	24752109	24759230		18
ENSACLG00000011900	ENSACLT00000018971		67039305	67039305	67049483		7
ENSACLG00000011900	ENSACLT00000019188		67039305	67039305	67049483		7
ENSACLG00000011901	ENSACLT00000017826	FAM107A	15512676	15512676	15517554	113021671	5
ENSACLG00000011901	ENSACLT00000017845	FAM107A	15514232	15512676	15517554	113021671	5
ENSACLG00000011902	ENSACLT00000017840	hjv	34759704	34747572	34759704	113032360	11
ENSACLG00000011902	ENSACLT00000017879	hjv	34752598	34747572	34759704	113032360	11
ENSACLG00000011903	ENSACLT00000017871	hoga1	35743694	35700290	35743694	113024681	6
ENSACLG00000011903	ENSACLT00000017900	hoga1	35743694	35700290	35743694	113024681	6
ENSACLG00000011904	ENSACLT00000017853	fut9a	19918821	19916265	19918821		19
ENSACLG00000011905	ENSACLT00000017835		1936	1936	3767		5
ENSACLG00000011906	ENSACLT00000017844	slc26a5	139772	139772	154022	113009695	17
ENSACLG00000011906	ENSACLT00000017894	slc26a5	140735	139772	154022	113009695	17
ENSACLG00000011907	ENSACLT00000017886	fbxw5	21324796	21324796	21336661	113025691	7
ENSACLG00000011907	ENSACLT00000017909	fbxw5	21327441	21324796	21336661	113025691	7
ENSACLG00000011908	ENSACLT00000017855	nedd8	20484170	20482658	20484170	113018914	3
ENSACLG00000011909	ENSACLT00000017849	rhbdl1	14394733	14394733	14443066	113028489	8
ENSACLG00000011910	ENSACLT00000018022		82367	82367	95287		LS419841.1
ENSACLG00000011911	ENSACLT00000017848		25901717	25900178	25901717		9
ENSACLG00000011912	ENSACLT00000017839	kcnj19b	34272442	34272442	34290624	113019376	3
ENSACLG00000011913	ENSACLT00000017843		23253300	23253300	23257487	113021116	4
ENSACLG00000011914	ENSACLT00000017842		15042	15042	19909	113021772	5
ENSACLG00000011914	ENSACLT00000017842		15042	15042	19909	113021784	5
ENSACLG00000011914	ENSACLT00000017846		16046	15042	19909	113021772	5
ENSACLG00000011914	ENSACLT00000017846		16046	15042	19909	113021784	5
ENSACLG00000011915	ENSACLT00000017850		1632095	1632095	1640161	113036308	14
ENSACLG00000011916	ENSACLT00000017863		8093963	8087063	8093963		1
ENSACLG00000011917	ENSACLT00000017862	xirp2b	20118347	20105634	20118347		16
ENSACLG00000011918	ENSACLT00000018363	si:ch211-106h4.6	12817124	12809070	12821024		18
ENSACLG00000011918	ENSACLT00000018771	si:ch211-106h4.6	12821024	12809070	12821024		18
ENSACLG00000011918	ENSACLT00000018808	si:ch211-106h4.6	12817112	12809070	12821024		18
ENSACLG00000011918	ENSACLT00000018843	si:ch211-106h4.6	12817112	12809070	12821024		18
ENSACLG00000011918	ENSACLT00000018910	si:ch211-106h4.6	12817129	12809070	12821024		18
ENSACLG00000011919	ENSACLT00000017937		27938781	27931745	27938829		22
ENSACLG00000011919	ENSACLT00000018031		27938829	27931745	27938829		22
ENSACLG00000011919	ENSACLT00000018065		27938781	27931745	27938829		22
ENSACLG00000011920	ENSACLT00000017864	ushbp1	37886986	37877378	37886986	113008714	17
ENSACLG00000011920	ENSACLT00000017893	ushbp1	37886986	37877378	37886986	113008714	17
ENSACLG00000011921	ENSACLT00000017861		23261540	23261540	23262430		4
ENSACLG00000011922	ENSACLT00000017858		27877	22139	27877		5
ENSACLG00000011922	ENSACLT00000017876		25888	22139	27877		5
ENSACLG00000011922	ENSACLT00000017889		27877	22139	27877		5
ENSACLG00000011923	ENSACLT00000017860	zgc:112496	14450307	14447850	14450307	113028494	8
ENSACLG00000011924	ENSACLT00000017927	CDH10	25938383	25910990	25938383	113029359	9
ENSACLG00000011925	ENSACLT00000017915	camk1a	15537207	15517603	15537207	113022263	5
ENSACLG00000011926	ENSACLT00000017882		6780463	6780463	6783444	113031972	11
ENSACLG00000011927	ENSACLT00000017911		53664097	53664097	53671784		7
ENSACLG00000011928	ENSACLT00000017913		24781611	24775920	24781611		18
ENSACLG00000011929	ENSACLT00000017869		2945420	2940309	2945420	113012438	19
ENSACLG00000011929	ENSACLT00000017887		2945420	2940309	2945420	113012438	19
ENSACLG00000011930	ENSACLT00000017872	gmpr2	20484942	20484942	20492678	113018890	3
ENSACLG00000011930	ENSACLT00000017899	gmpr2	20485113	20484942	20492678	113018890	3
ENSACLG00000011930	ENSACLT00000017931	gmpr2	20485171	20484942	20492678	113018890	3
ENSACLG00000011931	ENSACLT00000017881	fibinb	8111686	8111686	8112428		1
ENSACLG00000011932	ENSACLT00000017935	ccdc97	23315493	23306029	23315493	113021118	4
ENSACLG00000011932	ENSACLT00000017968	ccdc97	23311168	23306029	23315493	113021118	4
ENSACLG00000011933	ENSACLT00000017942	IL1RAP	1678155	1648243	1678155	113035969	14
ENSACLG00000011933	ENSACLT00000017989	IL1RAP	1678155	1648243	1678155	113035969	14
ENSACLG00000011933	ENSACLT00000018033	IL1RAP	1673857	1648243	1678155	113035969	14
ENSACLG00000011934	ENSACLT00000017936	wdr24	14452220	14452220	14459735		8
ENSACLG00000011935	ENSACLT00000017884		19240221	19240221	19250891	113009788	17
ENSACLG00000011936	ENSACLT00000017959	olfcu1	14177315	14177315	14186986		14
ENSACLG00000011937	ENSACLT00000017905		29945792	29945792	29952952		2
ENSACLG00000011938	ENSACLT00000018061	myo6a	24183099	24183099	24306837		15
ENSACLG00000011939	ENSACLT00000017888	gtf2e2	18705847	18705847	18719810	113024119	6
ENSACLG00000011940	ENSACLT00000017883	adra2b	11154882	11153305	11154882	113034174	12
ENSACLG00000011941	ENSACLT00000017912	CSRNP3	20139625	20139625	20162719	113007517	16
ENSACLG00000011941	ENSACLT00000017948	CSRNP3	20139625	20139625	20162719	113007517	16
ENSACLG00000011942	ENSACLT00000017914		1802494	1802494	1806916		22
ENSACLG00000011943	ENSACLT00000017890	dusp2	11164684	11161240	11164684	113034364	12
ENSACLG00000011944	ENSACLT00000017891		6433416	6421543	6434189	113028737	2
ENSACLG00000011944	ENSACLT00000017926		6434189	6421543	6434189	113028737	2
ENSACLG00000011945	ENSACLT00000017924		6792471	6792471	6794785	113032543	11
ENSACLG00000011946	ENSACLT00000017898	shroom1	21356198	21356198	21386968	113030365	10
ENSACLG00000011946	ENSACLT00000017920	shroom1	21356198	21356198	21386968	113030365	10
ENSACLG00000011947	ENSACLT00000017895		11176959	11166479	11176959	113033352	12
ENSACLG00000011948	ENSACLT00000017901	larp1b	2950466	2950466	2977397	113011571	19
ENSACLG00000011948	ENSACLT00000017923	larp1b	2950466	2950466	2977397	113011571	19
ENSACLG00000011949	ENSACLT00000017896	si:ch211-278j3.3	7340987	7325544	7340987	113037508	15
ENSACLG00000011950	ENSACLT00000017897		269910	269910	416863		13
ENSACLG00000011951	ENSACLT00000017902	cpne9	18013419	18013419	18128930	113013066	20
ENSACLG00000011952	ENSACLT00000018056	thbs3a	34787766	34759725	34787766	113031977	11
ENSACLG00000011952	ENSACLT00000018139	thbs3a	34787766	34759725	34787766	113031977	11
ENSACLG00000011953	ENSACLT00000017907	sirt2	30663237	30663237	30673156	113036705	14
ENSACLG00000011953	ENSACLT00000017946	sirt2	30664164	30663237	30673156	113036705	14
ENSACLG00000011954	ENSACLT00000017925	SMIM18	18712898	18710688	18712898		6
ENSACLG00000011955	ENSACLT00000017910		2581194	2581194	2582039		20
ENSACLG00000011956	ENSACLT00000018057	cul2	8116666	8100504	8116666	113029315	9
ENSACLG00000011956	ENSACLT00000018106	cul2	8115754	8100504	8116666	113029315	9
ENSACLG00000011956	ENSACLT00000018158	cul2	8114453	8100504	8116666	113029315	9
ENSACLG00000011957	ENSACLT00000018150	nr4a2b	24022314	24022314	24027824	113016919	23
ENSACLG00000011957	ENSACLT00000018172	nr4a2b	24022314	24022314	24027824	113016919	23
ENSACLG00000011958	ENSACLT00000017908	zgc:162344	26788088	26773490	26788088	113022764	5
ENSACLG00000011958	ENSACLT00000017950	zgc:162344	26788088	26773490	26788088	113022764	5
ENSACLG00000011958	ENSACLT00000017965	zgc:162344	26787668	26773490	26788088	113022764	5
ENSACLG00000011959	ENSACLT00000017929		19258875	19257732	19258875		17
ENSACLG00000011960	ENSACLT00000017916	fut9a	19929428	19928346	19929428	113012137	19
ENSACLG00000011961	ENSACLT00000017917	NRXN2	4413647	4413647	5040930	113017100	3
ENSACLG00000011961	ENSACLT00000017957	NRXN2	4413647	4413647	5040930	113017100	3
ENSACLG00000011961	ENSACLT00000017994	NRXN2	4413647	4413647	5040930	113017100	3
ENSACLG00000011961	ENSACLT00000018004	NRXN2	4413647	4413647	5040930	113017100	3
ENSACLG00000011961	ENSACLT00000018044	NRXN2	4413647	4413647	5040930	113017100	3
ENSACLG00000011962	ENSACLT00000017934		2632767	2632767	2634499		20
ENSACLG00000011963	ENSACLT00000017921	svild	34397782	34349510	34397782	113019377	3
ENSACLG00000011964	ENSACLT00000017928		279053	279053	279691		13
ENSACLG00000011965	ENSACLT00000017919		35769	29106	35769	113021774	5
ENSACLG00000011966	ENSACLT00000017922	ednrab	796673	785431	796673	113017201	LS419793.1
ENSACLG00000011966	ENSACLT00000017949	ednrab	796673	785431	796673	113017201	LS419793.1
ENSACLG00000011967	ENSACLT00000017939	MYORG	11176617	11176617	11191037	113033351	12
ENSACLG00000011968	ENSACLT00000017953	ppp6c	6336957	6325907	6336957		7
ENSACLG00000011968	ENSACLT00000017964	ppp6c	6336499	6325907	6336957		7
ENSACLG00000011969	ENSACLT00000018018		29951118	29951118	29960145		2
ENSACLG00000011970	ENSACLT00000017933		53671797	53671797	53675945		7
ENSACLG00000011971	ENSACLT00000017930	manea	19939707	19935598	19939707	113012136	19
ENSACLG00000011972	ENSACLT00000017960		24810439	24804295	24810439		18
ENSACLG00000011973	ENSACLT00000018012	pold2	24646180	24642204	24646180		12
ENSACLG00000011974	ENSACLT00000017940		296255	296255	301260		13
ENSACLG00000011975	ENSACLT00000017938		6796866	6796866	6803357	113032586	11
ENSACLG00000011975	ENSACLT00000017947		6796866	6796866	6803357	113032586	11
ENSACLG00000011976	ENSACLT00000017985	DCTN6	18724486	18718288	18724486	113024120	6
ENSACLG00000011976	ENSACLT00000018005	DCTN6	18720158	18718288	18724486	113024120	6
ENSACLG00000011977	ENSACLT00000017958		20494297	20489956	20494297		3
ENSACLG00000011978	ENSACLT00000017943	gpr37l1b	2642736	2642736	2647233	113013777	20
ENSACLG00000011979	ENSACLT00000017986		19267201	19267201	19281880	113009715	17
ENSACLG00000011979	ENSACLT00000018017		19275022	19267201	19281880	113009715	17
ENSACLG00000011980	ENSACLT00000018038		53683511	53683511	53693088		7
ENSACLG00000011981	ENSACLT00000017944		1822344	1822344	1922427	113014106	22
ENSACLG00000011981	ENSACLT00000017963		1822344	1822344	1922427	113014106	22
ENSACLG00000011981	ENSACLT00000017990		1822344	1822344	1922427	113014106	22
ENSACLG00000011981	ENSACLT00000018010		1822344	1822344	1922427	113014106	22
ENSACLG00000011982	ENSACLT00000017945	recql4	13148752	13148752	13162969	113015118	22
ENSACLG00000011983	ENSACLT00000017951		45851	37265	45851	113021773	5
ENSACLG00000011984	ENSACLT00000017977		21395431	21392882	21395431		10
ENSACLG00000011985	ENSACLT00000017972		5508601	5508601	5517526		6
ENSACLG00000011986	ENSACLT00000017954		18096835	18096835	18096892		20
ENSACLG00000011987	ENSACLT00000018048	bbox1	8119067	8119067	8137046		1
ENSACLG00000011987	ENSACLT00000018062	bbox1	8120112	8119067	8137046		1
ENSACLG00000011988	ENSACLT00000018002	znf513a	7352086	7352086	7361156		15
ENSACLG00000011989	ENSACLT00000017952	ndp	3521685	3521685	3548873	113008510	16
ENSACLG00000011989	ENSACLT00000017974	ndp	3532502	3521685	3548873	113008510	16
ENSACLG00000011990	ENSACLT00000017966	anks3	14469079	14462567	14469079	113028493	8
ENSACLG00000011991	ENSACLT00000018019	ppp1cb	19957405	19942573	19957405	113012140	19
ENSACLG00000011991	ENSACLT00000018043	ppp1cb	19957405	19942573	19957405	113012140	19
ENSACLG00000011992	ENSACLT00000017955	babam1	37887139	37887139	37891530	113008717	17
ENSACLG00000011992	ENSACLT00000017982	babam1	37887603	37887139	37891530	113008717	17
ENSACLG00000011992	ENSACLT00000018036	babam1	37887900	37887139	37891530	113008717	17
ENSACLG00000011993	ENSACLT00000017970	nlgn2a	305811	304577	305811		13
ENSACLG00000011994	ENSACLT00000018190	rapgef2	6435118	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018215	rapgef2	6435118	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018236	rapgef2	6435118	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018310	rapgef2	6435118	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018380	rapgef2	6435118	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018410	rapgef2	6507107	6435118	6542731		2
ENSACLG00000011994	ENSACLT00000018460	rapgef2	6511964	6435118	6542731		2
ENSACLG00000011995	ENSACLT00000017969		18132639	18132639	18134388		20
ENSACLG00000011996	ENSACLT00000017956	arl8a	2670738	2664591	2670738	113013421	20
ENSACLG00000011997	ENSACLT00000018034	GALNT3	20171956	20166501	20171956	113007516	16
ENSACLG00000011998	ENSACLT00000017973		21327840	21327414	21327840		7
ENSACLG00000011999	ENSACLT00000017971		11190866	11190476	11190866		12
ENSACLG00000012000	ENSACLT00000017962	si:dkey-34d22.1	6822760	6806533	6822760	113031391	11
ENSACLG00000012001	ENSACLT00000017961		803008	803008	813247		LS419793.1
ENSACLG00000012002	ENSACLT00000018183	pbrm1l	15540014	15540014	15554468	113022264	5
ENSACLG00000012002	ENSACLT00000018220	pbrm1l	15540014	15540014	15554468	113022264	5
ENSACLG00000012002	ENSACLT00000018352	pbrm1l	15540485	15540014	15554468	113022264	5
ENSACLG00000012003	ENSACLT00000017978		73014	71607	73014		5
